ISIN,Data,Prezzo
IE00B3VTML14,2022-05-16,108.99
IE00B3VTML14,2022-05-17,109.4
IE00B3VTML14,2022-05-18,110.37
IE00B3VTML14,2022-05-19,110.03
IE00B3VTML14,2022-05-20,109.95
IE00B3VTML14,2022-05-23,110.43
IE00B3VTML14,2022-05-24,112.59
IE00B3VTML14,2022-05-25,113.46
IE00B3VTML14,2022-05-26,111.55
IE00B3VTML14,2022-05-27,111.69
IE00B3VTML14,2022-05-30,111.91
IE00B3VTML14,2022-05-31,112.57
IE00B3VTML14,2022-06-01,113.18
IE00B3VTML14,2022-06-02,111.93
IE00B3VTML14,2022-06-03,112.22
IE00B3VTML14,2022-06-06,110.99
IE00B3VTML14,2022-06-07,110.43
IE00B3VTML14,2022-06-08,112.72
IE00B3VTML14,2022-06-09,112.93
IE00B3VTML14,2022-06-10,112.63
IE00B3VTML14,2022-06-13,113.65
IE00B3VTML14,2022-06-14,113.02
IE00B3VTML14,2022-06-15,112.84
IE00B3VTML14,2022-06-16,111.48
IE00B3VTML14,2022-06-17,111.26
IE00B3VTML14,2022-06-20,110.69
IE00B3VTML14,2022-06-21,110.46
IE00B3VTML14,2022-06-22,111.28
IE00B3VTML14,2022-06-23,111.04
IE00B3VTML14,2022-06-24,110.31
IE00B3VTML14,2022-06-27,110.96
IE00B3VTML14,2022-06-28,109.67
IE00B3VTML14,2022-06-29,108.73
IE00B3VTML14,2022-06-30,108.51
IE00B3VTML14,2022-07-01,109.75
IE00B3VTML14,2022-07-04,109.32
IE00B3VTML14,2022-07-05,109.06
IE00B3VTML14,2022-07-06,108.73
IE00B3VTML14,2022-07-07,109.63
IE00B3VTML14,2022-07-08,109.65
IE00B3VTML14,2022-07-11,110.08
IE00B3VTML14,2022-07-12,110.17
IE00B3VTML14,2022-07-13,110.43
IE00B3VTML14,2022-07-14,109.9
IE00B3VTML14,2022-07-15,110.35
IE00B3VTML14,2022-07-18,110.51
IE00B3VTML14,2022-07-19,110.94
IE00B3VTML14,2022-07-20,111.57
IE00B3VTML14,2022-07-21,111.43
IE00B3VTML14,2022-07-22,111.58
IE00B3VTML14,2022-07-25,111.46
IE00B3VTML14,2022-07-26,111.81
IE00B3VTML14,2022-07-27,112.41
IE00B3VTML14,2022-07-28,111.53
IE00B3VTML14,2022-07-29,110.75
IE00B3VTML14,2022-08-01,110.96
IE00B3VTML14,2022-08-02,109.74
IE00B3VTML14,2022-08-03,110.57
IE00B3VTML14,2022-08-04,109.73
IE00B3VTML14,2022-08-05,109.93
IE00B3VTML14,2022-08-08,110.61
IE00B3VTML14,2022-08-09,110.76
IE00B3VTML14,2022-08-10,110.37
IE00B3VTML14,2022-08-11,109.14
IE00B3VTML14,2022-08-12,109.28
IE00B3VTML14,2022-08-15,109.86
IE00B3VTML14,2022-08-16,110.26
IE00B3VTML14,2022-08-17,110.57
IE00B3VTML14,2022-08-18,110.87
IE00B3VTML14,2022-08-19,111.85
IE00B3VTML14,2022-08-22,114.25
IE00B3VTML14,2022-08-23,114.86
IE00B3VTML14,2022-08-24,114.17
IE00B3VTML14,2022-08-25,115.17
IE00B3VTML14,2022-08-26,114.96
IE00B3VTML14,2022-08-29,116.1
IE00B3VTML14,2022-08-30,116.54
IE00B3VTML14,2022-08-31,117.03
IE00B3VTML14,2022-09-01,115.57
IE00B3VTML14,2022-09-02,115.87
IE00B3VTML14,2022-09-05,115.16
IE00B3VTML14,2022-09-06,117.49
IE00B3VTML14,2022-09-07,116.89
IE00B3VTML14,2022-09-08,115.76
IE00B3VTML14,2022-09-09,116.75
IE00B3VTML14,2022-09-12,116.52
IE00B3VTML14,2022-09-13,116.83
IE00B3VTML14,2022-09-14,117.41
IE00B3VTML14,2022-09-15,116.28
IE00B3VTML14,2022-09-16,116.92
IE00B3VTML14,2022-09-19,116.91
IE00B3VTML14,2022-09-20,115.46
IE00B3VTML14,2022-09-21,115.33
IE00B3VTML14,2022-09-22,115.81
IE00B3VTML14,2022-09-23,116.18
IE00B3VTML14,2022-09-26,115.84
IE00B3VTML14,2022-09-27,116.31
IE00B3VTML14,2022-09-28,116.58
IE00B3VTML14,2022-09-29,115.08
IE00B3VTML14,2022-09-30,113.65
IE00B3VTML14,2022-10-03,114.27
IE00B3VTML14,2022-10-04,115.04
IE00B3VTML14,2022-10-05,115.98
IE00B3VTML14,2022-10-06,115.79
IE00B3VTML14,2022-10-07,115.55
IE00B3VTML14,2022-10-10,115.21
IE00B3VTML14,2022-10-11,115.09
IE00B3VTML14,2022-10-12,116.06
IE00B3VTML14,2022-10-13,117.05
IE00B3VTML14,2022-10-14,115.41
IE00B3VTML14,2022-10-17,116.09
IE00B3VTML14,2022-10-18,117.24
IE00B3VTML14,2022-10-19,117.67
IE00B3VTML14,2022-10-20,116.09
IE00B3VTML14,2022-10-21,115.45
IE00B3VTML14,2022-10-24,115.6
IE00B3VTML14,2022-10-25,112.72
IE00B3VTML14,2022-10-26,112.33
IE00B3VTML14,2022-10-27,112.51
IE00B3VTML14,2022-10-28,112.99
IE00B3VTML14,2022-10-31,112.41
IE00B3VTML14,2022-11-01,111.48
IE00B3VTML14,2022-11-02,111.48
IE00B3VTML14,2022-11-03,111.0
IE00B3VTML14,2022-11-04,111.67
IE00B3VTML14,2022-11-07,111.01
IE00B3VTML14,2022-11-08,110.14
IE00B3VTML14,2022-11-09,111.27
IE00B3VTML14,2022-11-10,111.33
IE00B3VTML14,2022-11-11,111.98
IE00B3VTML14,2022-11-14,112.45
IE00B3VTML14,2022-11-15,112.56
IE00B3VTML14,2022-11-16,112.7
IE00B3VTML14,2022-11-17,112.38
IE00B3VTML14,2022-11-18,112.68
IE00B3VTML14,2022-11-21,112.07
IE00B3VTML14,2022-11-22,111.06
IE00B3VTML14,2022-11-23,111.15
IE00B3VTML14,2022-11-24,111.21
IE00B3VTML14,2022-11-25,112.48
IE00B3VTML14,2022-11-28,112.51
IE00B3VTML14,2022-11-29,113.15
IE00B3VTML14,2022-11-30,112.63
IE00B3VTML14,2022-12-01,112.56
IE00B3VTML14,2022-12-02,112.88
IE00B3VTML14,2022-12-05,113.0
IE00B3VTML14,2022-12-06,113.25
IE00B3VTML14,2022-12-07,112.69
IE00B3VTML14,2022-12-08,112.16
IE00B3VTML14,2022-12-09,113.99
IE00B3VTML14,2022-12-12,112.55
IE00B3VTML14,2022-12-13,112.65
IE00B3VTML14,2022-12-14,112.81
IE00B3VTML14,2022-12-15,112.46
IE00B3VTML14,2022-12-16,113.06
IE00B3VTML14,2022-12-19,112.56
IE00B3VTML14,2022-12-20,113.85
IE00B3VTML14,2022-12-21,114.81
IE00B3VTML14,2022-12-22,115.16
IE00B3VTML14,2022-12-23,114.74
IE00B3VTML14,2022-12-26,113.52
IE00B3VTML14,2022-12-27,113.44
IE00B3VTML14,2022-12-28,113.41
IE00B3VTML14,2022-12-29,112.75
IE00B3VTML14,2022-12-30,112.33
IE00B3VTML14,2023-01-02,111.8
IE00B3VTML14,2023-01-03,111.75
IE00B3VTML14,2023-01-04,110.82
IE00B3VTML14,2023-01-05,111.07
IE00B3VTML14,2023-01-06,111.05
IE00B3VTML14,2023-01-09,111.84
IE00B3VTML14,2023-01-10,109.01
IE00B3VTML14,2023-01-11,108.87
IE00B3VTML14,2023-01-12,109.37
IE00B3VTML14,2023-01-13,109.54
IE00B3VTML14,2023-01-16,109.41
IE00B3VTML14,2023-01-17,109.65
IE00B3VTML14,2023-01-18,109.41
IE00B3VTML14,2023-01-19,106.54
IE00B3VTML14,2023-01-20,107.38
IE00B3VTML14,2023-01-23,106.77
IE00B3VTML14,2023-01-24,106.86
IE00B3VTML14,2023-01-25,105.22
IE00B3VTML14,2023-01-26,106.98
IE00B3VTML14,2023-01-27,107.53
IE00B3VTML14,2023-01-30,107.15
IE00B3VTML14,2023-01-31,107.47
IE00B3VTML14,2023-02-01,108.05
IE00B3VTML14,2023-02-02,110.84
IE00B3VTML14,2023-02-03,111.22
IE00B3VTML14,2023-02-06,112.23
IE00B3VTML14,2023-02-07,112.83
IE00B3VTML14,2023-02-08,113.14
IE00B3VTML14,2023-02-09,112.8
IE00B3VTML14,2023-02-10,114.25
IE00B3VTML14,2023-02-13,114.74
IE00B3VTML14,2023-02-14,114.94
IE00B3VTML14,2023-02-15,115.41
IE00B3VTML14,2023-02-16,116.4
IE00B3VTML14,2023-02-17,115.98
IE00B3VTML14,2023-02-20,115.59
IE00B3VTML14,2023-02-21,115.76
IE00B3VTML14,2023-02-22,115.28
IE00B3VTML14,2023-02-23,114.57
IE00B3VTML14,2023-02-24,114.45
IE00B3VTML14,2023-02-27,113.87
IE00B3VTML14,2023-02-28,114.39
IE00B3VTML14,2023-03-01,115.43
IE00B3VTML14,2023-03-02,115.42
IE00B3VTML14,2023-03-03,114.56
IE00B3VTML14,2023-03-06,114.13
IE00B3VTML14,2023-03-07,114.36
IE00B3VTML14,2023-03-08,113.88
IE00B3VTML14,2023-03-09,113.16
IE00B3VTML14,2023-03-10,111.61
IE00B3VTML14,2023-03-13,112.1
IE00B3VTML14,2023-03-14,110.87
IE00B3VTML14,2023-03-15,112.31
IE00B3VTML14,2023-03-16,111.73
IE00B3VTML14,2023-03-17,110.56
IE00B3VTML14,2023-03-20,109.6
IE00B3VTML14,2023-03-21,110.16
IE00B3VTML14,2023-03-22,109.46
IE00B3VTML14,2023-03-23,108.34
IE00B3VTML14,2023-03-24,107.52
IE00B3VTML14,2023-03-27,108.4
IE00B3VTML14,2023-03-28,107.93
IE00B3VTML14,2023-03-29,108.29
IE00B3VTML14,2023-03-30,108.15
IE00B3VTML14,2023-03-31,108.69
IE00B3VTML14,2023-04-03,107.44
IE00B3VTML14,2023-04-04,107.52
IE00B3VTML14,2023-04-05,108.54
IE00B3VTML14,2023-04-06,108.26
IE00B3VTML14,2023-04-07,107.33
IE00B3VTML14,2023-04-10,106.73
IE00B3VTML14,2023-04-11,105.85
IE00B3VTML14,2023-04-12,107.24
IE00B3VTML14,2023-04-13,108.84
IE00B3VTML14,2023-04-14,109.21
IE00B3VTML14,2023-04-17,108.6
IE00B3VTML14,2023-04-18,109.38
IE00B3VTML14,2023-04-19,109.9
IE00B3VTML14,2023-04-20,108.32
IE00B3VTML14,2023-04-21,107.23
IE00B3VTML14,2023-04-24,108.08
IE00B3VTML14,2023-04-25,108.31
IE00B3VTML14,2023-04-26,108.19
IE00B3VTML14,2023-04-27,107.41
IE00B3VTML14,2023-04-28,107.23
IE00B3VTML14,2023-05-01,108.76
IE00B3VTML14,2023-05-02,109.45
IE00B3VTML14,2023-05-03,109.96
IE00B3VTML14,2023-05-04,108.49
IE00B3VTML14,2023-05-05,107.58
IE00B3VTML14,2023-05-08,106.24
IE00B3VTML14,2023-05-09,104.48
IE00B3VTML14,2023-05-10,104.42
IE00B3VTML14,2023-05-11,102.53
IE00B3VTML14,2023-05-12,103.71
IE00B3VTML14,2023-05-15,103.14
IE00B3VTML14,2023-05-16,102.95
IE00B3VTML14,2023-05-17,103.72
IE00B3VTML14,2023-05-18,103.61
IE00B3VTML14,2023-05-19,104.53
IE00B3VTML14,2023-05-22,104.43
IE00B3VTML14,2023-05-23,104.22
IE00B3VTML14,2023-05-24,103.72
IE00B3VTML14,2023-05-25,102.91
IE00B3VTML14,2023-05-26,101.98
IE00B3VTML14,2023-05-29,102.18
IE00B3VTML14,2023-05-30,101.33
IE00B3VTML14,2023-05-31,101.0
IE00B3VTML14,2023-06-01,102.57
IE00B3VTML14,2023-06-02,102.0
IE00B3VTML14,2023-06-05,102.21
IE00B3VTML14,2023-06-06,102.08
IE00B3VTML14,2023-06-07,101.64
IE00B3VTML14,2023-06-08,101.13
IE00B3VTML14,2023-06-09,101.2
IE00B3VTML14,2023-06-12,102.41
IE00B3VTML14,2023-06-13,103.05
IE00B3VTML14,2023-06-14,103.9
IE00B3VTML14,2023-06-15,103.25
IE00B3VTML14,2023-06-16,102.82
IE00B3VTML14,2023-06-19,102.98
IE00B3VTML14,2023-06-20,103.7
IE00B3VTML14,2023-06-21,103.92
IE00B3VTML14,2023-06-22,103.97
IE00B3VTML14,2023-06-23,103.87
IE00B3VTML14,2023-06-26,104.53
IE00B3VTML14,2023-06-27,105.3
IE00B3VTML14,2023-06-28,105.44
IE00B3VTML14,2023-06-29,105.93
IE00B3VTML14,2023-06-30,104.45
IE00B3VTML14,2023-07-03,105.03
IE00B3VTML14,2023-07-04,104.5
IE00B3VTML14,2023-07-05,104.83
IE00B3VTML14,2023-07-06,105.24
IE00B3VTML14,2023-07-07,105.09
IE00B3VTML14,2023-07-10,105.41
IE00B3VTML14,2023-07-11,104.61
IE00B3VTML14,2023-07-12,103.79
IE00B3VTML14,2023-07-13,104.54
IE00B3VTML14,2023-07-14,104.09
IE00B3VTML14,2023-07-17,103.47
IE00B3VTML14,2023-07-18,104.64
IE00B3VTML14,2023-07-19,106.21
IE00B3VTML14,2023-07-20,106.08
IE00B3VTML14,2023-07-21,105.5
IE00B3VTML14,2023-07-24,106.41
IE00B3VTML14,2023-07-25,106.2
IE00B3VTML14,2023-07-26,106.15
IE00B3VTML14,2023-07-27,105.8
IE00B3VTML14,2023-07-28,105.76
IE00B3VTML14,2023-07-31,106.6
IE00B3VTML14,2023-08-01,105.61
IE00B3VTML14,2023-08-02,105.68
IE00B3VTML14,2023-08-03,106.07
IE00B3VTML14,2023-08-04,105.16
IE00B3VTML14,2023-08-07,105.26
IE00B3VTML14,2023-08-08,103.63
IE00B3VTML14,2023-08-09,104.45
IE00B3VTML14,2023-08-10,104.88
IE00B3VTML14,2023-08-11,104.29
IE00B3VTML14,2023-08-14,103.39
IE00B3VTML14,2023-08-15,102.14
IE00B3VTML14,2023-08-16,101.4
IE00B3VTML14,2023-08-17,102.51
IE00B3VTML14,2023-08-18,101.33
IE00B3VTML14,2023-08-21,101.48
IE00B3VTML14,2023-08-22,101.31
IE00B3VTML14,2023-08-23,101.78
IE00B3VTML14,2023-08-24,102.12
IE00B3VTML14,2023-08-25,102.2
IE00B3VTML14,2023-08-28,101.14
IE00B3VTML14,2023-08-29,101.51
IE00B3VTML14,2023-08-30,101.05
IE00B3VTML14,2023-08-31,99.99
IE00B3VTML14,2023-09-01,101.56
IE00B3VTML14,2023-09-04,99.77
IE00B3VTML14,2023-09-05,100.11
IE00B3VTML14,2023-09-06,100.04
IE00B3VTML14,2023-09-07,100.51
IE00B3VTML14,2023-09-08,100.68
IE00B3VTML14,2023-09-11,101.07
IE00B3VTML14,2023-09-12,102.26
IE00B3VTML14,2023-09-13,102.44
IE00B3VTML14,2023-09-14,102.97
IE00B3VTML14,2023-09-15,102.65
IE00B3VTML14,2023-09-18,102.46
IE00B3VTML14,2023-09-19,102.61
IE00B3VTML14,2023-09-20,102.17
IE00B3VTML14,2023-09-21,101.65
IE00B3VTML14,2023-09-22,100.71
IE00B3VTML14,2023-09-25,100.84
IE00B3VTML14,2023-09-26,101.24
IE00B3VTML14,2023-09-27,100.43
IE00B3VTML14,2023-09-28,100.91
IE00B3VTML14,2023-09-29,101.12
IE00B3VTML14,2023-10-02,101.08
IE00B3VTML14,2023-10-03,101.33
IE00B3VTML14,2023-10-04,100.56
IE00B3VTML14,2023-10-05,99.78
IE00B3VTML14,2023-10-06,100.32
IE00B3VTML14,2023-10-09,101.06
IE00B3VTML14,2023-10-10,99.87
IE00B3VTML14,2023-10-11,99.79
IE00B3VTML14,2023-10-12,100.36
IE00B3VTML14,2023-10-13,100.01
IE00B3VTML14,2023-10-16,100.89
IE00B3VTML14,2023-10-17,101.92
IE00B3VTML14,2023-10-18,101.99
IE00B3VTML14,2023-10-19,102.09
IE00B3VTML14,2023-10-20,100.67
IE00B3VTML14,2023-10-23,100.44
IE00B3VTML14,2023-10-24,100.49
IE00B3VTML14,2023-10-25,99.57
IE00B3VTML14,2023-10-26,100.87
IE00B3VTML14,2023-10-27,99.5
IE00B3VTML14,2023-10-30,98.51
IE00B3VTML14,2023-10-31,98.85
IE00B3VTML14,2023-11-01,98.37
IE00B3VTML14,2023-11-02,99.38
IE00B3VTML14,2023-11-03,99.92
IE00B3VTML14,2023-11-06,100.65
IE00B3VTML14,2023-11-07,100.95
IE00B3VTML14,2023-11-08,100.37
IE00B3VTML14,2023-11-09,99.87
IE00B3VTML14,2023-11-10,100.0
IE00B3VTML14,2023-11-13,99.75
IE00B3VTML14,2023-11-14,99.93
IE00B3VTML14,2023-11-15,99.29
IE00B3VTML14,2023-11-16,98.77
IE00B3VTML14,2023-11-17,98.32
IE00B3VTML14,2023-11-20,99.25
IE00B3VTML14,2023-11-21,99.6
IE00B3VTML14,2023-11-22,99.27
IE00B3VTML14,2023-11-23,99.2
IE00B3VTML14,2023-11-24,99.08
IE00B3VTML14,2023-11-27,98.81
IE00B3VTML14,2023-11-28,99.7
IE00B3VTML14,2023-11-29,99.48
IE00B3VTML14,2023-11-30,100.5
IE00B3VTML14,2023-12-01,100.97
IE00B3VTML14,2023-12-04,99.93
IE00B3VTML14,2023-12-05,99.24
IE00B3VTML14,2023-12-06,98.67
IE00B3VTML14,2023-12-07,99.12
IE00B3VTML14,2023-12-08,99.23
IE00B3VTML14,2023-12-11,99.83
IE00B3VTML14,2023-12-12,99.02
IE00B3VTML14,2023-12-13,99.24
IE00B3VTML14,2023-12-14,98.82
IE00B3VTML14,2023-12-15,99.5
IE00B3VTML14,2023-12-18,99.99
IE00B3VTML14,2023-12-19,99.47
IE00B3VTML14,2023-12-20,99.38
IE00B3VTML14,2023-12-21,98.65
IE00B3VTML14,2023-12-22,99.01
IE00B3VTML14,2023-12-25,99.52
IE00B3VTML14,2023-12-26,98.9
IE00B3VTML14,2023-12-27,98.55
IE00B3VTML14,2023-12-28,99.42
IE00B3VTML14,2023-12-29,99.2
IE00B3VTML14,2024-01-01,99.57
IE00B3VTML14,2024-01-02,99.2
IE00B3VTML14,2024-01-03,99.67
IE00B3VTML14,2024-01-04,98.93
IE00B3VTML14,2024-01-05,97.8
IE00B3VTML14,2024-01-08,97.0
IE00B3VTML14,2024-01-09,97.08
IE00B3VTML14,2024-01-10,96.98
IE00B3VTML14,2024-01-11,96.78
IE00B3VTML14,2024-01-12,97.89
IE00B3VTML14,2024-01-15,98.64
IE00B3VTML14,2024-01-16,99.14
IE00B3VTML14,2024-01-17,98.68
IE00B3VTML14,2024-01-18,97.42
IE00B3VTML14,2024-01-19,97.25
IE00B3VTML14,2024-01-22,98.12
IE00B3VTML14,2024-01-23,97.35
IE00B3VTML14,2024-01-24,97.87
IE00B3VTML14,2024-01-25,97.79
IE00B3VTML14,2024-01-26,96.99
IE00B3VTML14,2024-01-29,96.77
IE00B3VTML14,2024-01-30,97.14
IE00B3VTML14,2024-01-31,96.71
IE00B3VTML14,2024-02-01,96.67
IE00B3VTML14,2024-02-02,96.51
IE00B3VTML14,2024-02-05,96.68
IE00B3VTML14,2024-02-06,97.18
IE00B3VTML14,2024-02-07,96.78
IE00B3VTML14,2024-02-08,96.21
IE00B3VTML14,2024-02-09,96.41
IE00B3VTML14,2024-02-12,96.3
IE00B3VTML14,2024-02-13,97.74
IE00B3VTML14,2024-02-14,98.17
IE00B3VTML14,2024-02-15,98.44
IE00B3VTML14,2024-02-16,98.27
IE00B3VTML14,2024-02-19,98.78
IE00B3VTML14,2024-02-20,100.41
IE00B3VTML14,2024-02-21,101.02
IE00B3VTML14,2024-02-22,101.16
IE00B3VTML14,2024-02-23,101.3
IE00B3VTML14,2024-02-26,100.48
IE00B3VTML14,2024-02-27,100.37
IE00B3VTML14,2024-02-28,100.41
IE00B3VTML14,2024-02-29,100.36
IE00B3VTML14,2024-03-01,99.87
IE00B3VTML14,2024-03-04,99.6
IE00B3VTML14,2024-03-05,99.99
IE00B3VTML14,2024-03-06,100.38
IE00B3VTML14,2024-03-07,101.61
IE00B3VTML14,2024-03-08,101.95
IE00B3VTML14,2024-03-11,101.83
IE00B3VTML14,2024-03-12,102.24
IE00B3VTML14,2024-03-13,101.0
IE00B3VTML14,2024-03-14,100.88
IE00B3VTML14,2024-03-15,101.14
IE00B3VTML14,2024-03-18,100.98
IE00B3VTML14,2024-03-19,100.9
IE00B3VTML14,2024-03-20,102.34
IE00B3VTML14,2024-03-21,102.33
IE00B3VTML14,2024-03-22,103.04
IE00B3VTML14,2024-03-25,101.41
IE00B3VTML14,2024-03-26,101.71
IE00B3VTML14,2024-03-27,102.36
IE00B3VTML14,2024-03-28,101.75
IE00B3VTML14,2024-03-29,101.81
IE00B3VTML14,2024-04-01,101.69
IE00B3VTML14,2024-04-02,101.77
IE00B3VTML14,2024-04-03,101.33
IE00B3VTML14,2024-04-04,100.82
IE00B3VTML14,2024-04-05,100.49
IE00B3VTML14,2024-04-08,100.92
IE00B3VTML14,2024-04-09,100.64
IE00B3VTML14,2024-04-10,100.57
IE00B3VTML14,2024-04-11,99.25
IE00B3VTML14,2024-04-12,100.6
IE00B3VTML14,2024-04-15,101.06
IE00B3VTML14,2024-04-16,100.72
IE00B3VTML14,2024-04-17,99.91
IE00B3VTML14,2024-04-18,99.72
IE00B3VTML14,2024-04-19,98.74
IE00B3VTML14,2024-04-22,99.86
IE00B3VTML14,2024-04-23,100.55
IE00B3VTML14,2024-04-24,100.49
IE00B3VTML14,2024-04-25,100.52
IE00B3VTML14,2024-04-26,100.71
IE00B3VTML14,2024-04-29,100.4
IE00B3VTML14,2024-04-30,101.35
IE00B3VTML14,2024-05-01,101.28
IE00B3VTML14,2024-05-02,101.91
IE00B3VTML14,2024-05-03,101.69
IE00B3VTML14,2024-05-06,102.56
IE00B3VTML14,2024-05-07,102.19
IE00B3VTML14,2024-05-08,103.08
IE00B3VTML14,2024-05-09,102.7
IE00B3VTML14,2024-05-10,103.42
IE00B3VTML14,2024-05-13,102.07
IE00B3VTML14,2024-05-14,102.85
IE00B3VTML14,2024-05-15,102.46
IE00B3VTML14,2024-05-16,104.16
IE00B3VTML14,2024-05-17,104.21
IE00B3VTML14,2024-05-20,104.61
IE00B3VTML14,2024-05-21,103.98
IE00B3VTML14,2024-05-22,104.16
IE00B3VTML14,2024-05-23,104.13
IE00B3VTML14,2024-05-24,105.01
IE00B3VTML14,2024-05-27,104.91
IE00B3VTML14,2024-05-28,105.63
IE00B3VTML14,2024-05-29,106.73
IE00B3VTML14,2024-05-30,107.92
IE00B3VTML14,2024-05-31,109.1
IE00B3VTML14,2024-06-03,107.31
IE00B3VTML14,2024-06-04,106.97
IE00B3VTML14,2024-06-05,108.01
IE00B3VTML14,2024-06-06,107.54
IE00B3VTML14,2024-06-07,107.37
IE00B3VTML14,2024-06-10,107.79
IE00B3VTML14,2024-06-11,106.86
IE00B3VTML14,2024-06-12,106.95
IE00B3VTML14,2024-06-13,107.69
IE00B3VTML14,2024-06-14,107.14
IE00B3VTML14,2024-06-17,108.45
IE00B3VTML14,2024-06-18,108.66
IE00B3VTML14,2024-06-19,109.74
IE00B3VTML14,2024-06-20,109.48
IE00B3VTML14,2024-06-21,110.21
IE00B3VTML14,2024-06-24,110.67
IE00B3VTML14,2024-06-25,110.21
IE00B3VTML14,2024-06-26,110.01
IE00B3VTML14,2024-06-27,110.45
IE00B3VTML14,2024-06-28,110.3
IE00B3VTML14,2024-07-01,110.08
IE00B3VTML14,2024-07-02,109.35
IE00B3VTML14,2024-07-03,109.22
IE00B3VTML14,2024-07-04,110.1
IE00B3VTML14,2024-07-05,109.31
IE00B3VTML14,2024-07-08,109.54
IE00B3VTML14,2024-07-09,110.25
IE00B3VTML14,2024-07-10,109.92
IE00B3VTML14,2024-07-11,109.73
IE00B3VTML14,2024-07-12,111.53
IE00B3VTML14,2024-07-15,111.44
IE00B3VTML14,2024-07-16,111.47
IE00B3VTML14,2024-07-17,111.94
IE00B3VTML14,2024-07-18,113.77
IE00B3VTML14,2024-07-19,113.45
IE00B3VTML14,2024-07-22,113.37
IE00B3VTML14,2024-07-23,113.87
IE00B3VTML14,2024-07-24,114.55
IE00B3VTML14,2024-07-25,114.41
IE00B3VTML14,2024-07-26,113.62
IE00B3VTML14,2024-07-29,113.41
IE00B3VTML14,2024-07-30,113.7
IE00B3VTML14,2024-07-31,113.58
IE00B3VTML14,2024-08-01,113.07
IE00B3VTML14,2024-08-02,114.91
IE00B3VTML14,2024-08-05,114.69
IE00B3VTML14,2024-08-06,114.06
IE00B3VTML14,2024-08-07,113.87
IE00B3VTML14,2024-08-08,114.99
IE00B3VTML14,2024-08-09,115.06
IE00B3VTML14,2024-08-12,114.65
IE00B3VTML14,2024-08-13,115.27
IE00B3VTML14,2024-08-14,115.4
IE00B3VTML14,2024-08-15,113.16
IE00B3VTML14,2024-08-16,113.23
IE00B3VTML14,2024-08-19,113.18
IE00B3VTML14,2024-08-20,112.91
IE00B3VTML14,2024-08-21,112.71
IE00B3VTML14,2024-08-22,113.48
IE00B3VTML14,2024-08-23,113.75
IE00B3VTML14,2024-08-26,114.21
IE00B3VTML14,2024-08-27,113.28
IE00B3VTML14,2024-08-28,112.84
IE00B3VTML14,2024-08-29,112.59
IE00B3VTML14,2024-08-30,113.53
IE00B3VTML14,2024-09-02,111.63
IE00B3VTML14,2024-09-03,111.83
IE00B3VTML14,2024-09-04,110.29
IE00B3VTML14,2024-09-05,109.6
IE00B3VTML14,2024-09-06,109.86
IE00B3VTML14,2024-09-09,110.44
IE00B3VTML14,2024-09-10,110.35
IE00B3VTML14,2024-09-11,110.69
IE00B3VTML14,2024-09-12,111.78
IE00B3VTML14,2024-09-13,112.55
IE00B3VTML14,2024-09-16,113.24
IE00B3VTML14,2024-09-17,113.51
IE00B3VTML14,2024-09-18,113.62
IE00B3VTML14,2024-09-19,114.69
IE00B3VTML14,2024-09-20,114.75
IE00B3VTML14,2024-09-23,114.87
IE00B3VTML14,2024-09-24,113.15
IE00B3VTML14,2024-09-25,113.36
IE00B3VTML14,2024-09-26,114.16
IE00B3VTML14,2024-09-27,113.41
IE00B3VTML14,2024-09-30,111.68
IE00B3VTML14,2024-10-01,110.96
IE00B3VTML14,2024-10-02,112.29
IE00B3VTML14,2024-10-03,112.19
IE00B3VTML14,2024-10-04,113.5
IE00B3VTML14,2024-10-07,114.35
IE00B3VTML14,2024-10-08,115.86
IE00B3VTML14,2024-10-09,116.94
IE00B3VTML14,2024-10-10,116.7
IE00B3VTML14,2024-10-11,116.3
IE00B3VTML14,2024-10-14,117.78
IE00B3VTML14,2024-10-15,118.07
IE00B3VTML14,2024-10-16,116.89
IE00B3VTML14,2024-10-17,118.23
IE00B3VTML14,2024-10-18,117.41
IE00B3VTML14,2024-10-21,116.77
IE00B3VTML14,2024-10-22,117.74
IE00B3VTML14,2024-10-23,119.21
IE00B3VTML14,2024-10-24,118.19
IE00B3VTML14,2024-10-25,118.42
IE00B3VTML14,2024-10-28,117.44
IE00B3VTML14,2024-10-29,118.37
IE00B3VTML14,2024-10-30,119.27
IE00B3VTML14,2024-10-31,118.92
IE00B3VTML14,2024-11-01,117.77
IE00B3VTML14,2024-11-04,116.95
IE00B3VTML14,2024-11-05,115.93
IE00B3VTML14,2024-11-06,114.7
IE00B3VTML14,2024-11-07,115.38
IE00B3VTML14,2024-11-08,115.34
IE00B3VTML14,2024-11-11,114.97
IE00B3VTML14,2024-11-12,114.88
IE00B3VTML14,2024-11-13,115.38
IE00B3VTML14,2024-11-14,115.64
IE00B3VTML14,2024-11-15,115.88
IE00B3VTML14,2024-11-18,115.63
IE00B3VTML14,2024-11-19,116.62
IE00B3VTML14,2024-11-20,116.7
IE00B3VTML14,2024-11-21,115.77
IE00B3VTML14,2024-11-22,115.14
IE00B3VTML14,2024-11-25,115.37
IE00B3VTML14,2024-11-26,115.41
IE00B3VTML14,2024-11-27,115.81
IE00B3VTML14,2024-11-28,115.18
IE00B3VTML14,2024-11-29,115.26
IE00B3VTML14,2024-12-02,113.39
